Assessment_id,Assessment_link,Assessment_boundry,link_confirmation,Assessment_factors,Assessment_authors,Adaptation_plan,Organization_id
1153,Análisis de vulnerabilidad del cantón Santa Elena LEXTN-PNUD-145942-PUBCOM.pdf,Same - covers entire jurisdiction and nothing else,"Other, please specify: Se ha adjuntado  el  ""Análisis de vulnerabilidad del cantón Santa Elena""",Assessment considers transition risks; Assessment considers vulnerable populations,Question not applicable,Adaptation goal(s) and adaptation plan,930413
1154,https://www.nj.gov/dep/floodresilience/rbd-hudsonriver-fs.htm,"Larger - covers the whole jurisdiction and adjoining areas, please explain additions: City of Hoboken and the southern portion of Weehawken (Lincoln Harbor area) and the northern portion of Jersey City immediately adjacent to New Jersey Transit Hoboken Terminal, is vulnerable to two interconnected types of flooding.",The assessment can be accessed (unrestricted) on the link provided,Assessment considers nature; Assessment considers transition risks; Assessment considers vulnerable populations; Assessment considers water security; Identified hazards have been incorporated into the jurisdictions overall risk management framework,Community group; Consultant; Dedicated team within jurisdiction; Regional/ state/ provincial government; Relevant department within jurisdiction,Adaptation goal(s) and adaptation plan,59532
1155,Informe_Plan de adaptación_Quepos 2023.pdf,Same - covers entire jurisdiction and nothing else,The assessment has been attached,Assessment considers vulnerable populations,Consultant; Dedicated team within jurisdiction,Adaptation goal(s) and adaptation plan,832002
1156,rpjmd-dki-jakarta-2017-2022.pdf,Same - covers entire jurisdiction and nothing else,The assessment has been attached and can be accessed (unrestricted) on the link provided,"A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers transition risks; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Assessment includes consultation with partners; Assessment includes sectors and/or urban systems; Identified hazards have been incorporated into the jurisdictions overall risk management framework",Community group; Consultant; Dedicated team within jurisdiction; International organization; National/ central government; Regional/ state/ provincial government; Relevant department within jurisdiction,Adaptation goal(s) and adaptation plan,31166
1157,https://www.kk.dk/sites/default/files/agenda/1e989a09-2799-4d24-9a78-01681700ac3a/cb79c6ba-c807-4a44-b95a-6efcad9200ca-bilag-1_0.pdf,Same - covers entire jurisdiction and nothing else,The assessment can be accessed (unrestricted) on the link provided,"A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Assessment includes consultation with partners; Assessment includes sectors and/or urban systems; Identified hazards have been incorporated into the jurisdictions overall risk management framework",Dedicated team within jurisdiction; Relevant department within jurisdiction,Adaptation goal(s) and adaptation plan,31009
1158,Diagnóstico de vulnerabilidad y adaptación región Lagunas.docx,Same - covers entire jurisdiction and nothing else,The assessment has been attached,Assessment considers nature,Question not applicable,Incomplete report,847922
1159,https://filetransfer.nashville.gov/portals/0/sitecontent/OEM/docs/MultiHazardMitigation/FINAL%20Nashville-Davidson%20Multi%20Hazard%20Mitigation%20Plan%202020.pdf,Same - covers entire jurisdiction and nothing else,The assessment can be accessed (unrestricted) on the link provided,Assessment considers nature; Identified hazards have been incorporated into the jurisdictions overall risk management framework,Relevant department within jurisdiction,Adaptation goal(s) and adaptation plan,49335
1160,PLAC - GUALEGUAYCHÚ_2021.pdf,Same - covers entire jurisdiction and nothing else,The assessment has been attached,"A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers transition risks; Assessment considers vulnerable populations; Assessment includes a high-emissions scenario (i.e., RCP 8.5)",Dedicated team within jurisdiction,Adaptation goal(s) and adaptation plan,849041
1161,https://www.saanich.ca/assets/Community/Documents/Planning/sustainability/ResilientSaanich_RiskAssessmentReport.pdf,"Larger - covers the whole jurisdiction and adjoining areas, please explain additions: 1) Drinking water is provided to our municipality from outside our border but is included in our risk assessment.  2) Wildfire smoke from outside our jurisdiction is included in our risk assessment.",The assessment can be accessed (unrestricted) on the link provided,"A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers transition risks; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Assessment includes consultation with partners; Assessment includes sectors and/or urban systems; Identified hazards have been incorporated into the jurisdictions overall risk management framework; Other, please specify: We have a commitment to further identify vulnerable groups and have made progress in specific hazards as outlined below.","Community group; Consultant; Other, please specify: Relevant department within jurisdiction in collaboration with public and stakeholders, and as part of a larger ICLEI BARC process.; Regional/ state/ provincial government; Relevant department within jurisdiction",Adaptation goal(s) and adaptation plan,59572
1162,https://atlas-vulnerabilite.ulaval.ca,"Larger - covers the whole jurisdiction and adjoining areas, please explain additions: L'Atlas de vulnérabilité a été réalisée pour l'ensemble du Québec, dont l'agglomération de Québec. Nous sommes actuellement en train de réaliser plusieurs évaluations additionnelles sur divers aléas climatiques à l'échelle l'agglomération de Québec.",The assessment can be accessed (unrestricted) on the link provided,Assessment considers vulnerable populations; Assessment considers water security; Identified hazards have been incorporated into the jurisdictions overall risk management framework,Consultant,Adaptation goal(s) and adaptation plan,49326
1163,Ramallah SEACAP-final.pdf,Same - covers entire jurisdiction and nothing else,The assessment has been attached,Assessment considers nature; Assessment considers water security; Assessment includes sectors and/or urban systems,Question not applicable,Adaptation goal(s),831926
